id_actuador,fecha_medicion,tiempo_uso_acumulado_h,ciclos_activacion_M,numero_reparaciones,fallos_temporales,temp_operacional_promedio_C,temp_maxima_alcanzada_C,dias_ultima_calibracion,dias_ultimo_servicio,numero_logs_error,cluster
A3_Tobillo_Derecha,2024-03-19,818.27,7.09,0,0,47.05,50.85,108,189,0,0
A3_Tobillo_Derecha,2024-03-20,881.47,7.67,0,2,52.22,53.55,103,196,6,0
A3_Tobillo_Derecha,2024-03-21,2597.23,28.42,3,2,52.15,57.42,55,105,20,3
A3_Tobillo_Derecha,2024-03-22,1451.48,15.86,0,0,50.59,53.68,200,277,0,1
A3_Tobillo_Derecha,2024-03-23,2074.41,18.29,0,7,56.94,68.96,61,92,46,2
A3_Tobillo_Derecha,2024-03-24,1793.97,15.06,0,0,49.09,51.32,298,365,0,1
A3_Tobillo_Derecha,2024-03-25,572.82,6.84,0,1,41.21,50.91,58,125,3,0
A3_Tobillo_Derecha,2024-03-26,1326.15,11.73,0,0,44.85,47.36,77,179,0,0
A3_Tobillo_Derecha,2024-03-27,1253.06,13.43,1,0,46.33,52.45,57,122,8,0
A3_Tobillo_Derecha,2024-03-28,1889.67,21.2,0,0,50.97,54.38,179,334,0,1
A3_Tobillo_Derecha,2024-03-29,1908.99,15.37,0,3,40.69,59.14,154,355,11,1
A3_Tobillo_Derecha,2024-03-30,722.98,6.04,0,0,42.1,52.71,103,238,0,0
A3_Tobillo_Derecha,2024-03-31,2085.13,19.65,0,2,46.51,54.86,146,240,7,1
A3_Tobillo_Derecha,2024-04-01,3758.56,37.48,2,5,55.65,57.49,47,64,36,3
A3_Tobillo_Derecha,2024-04-02,1990.85,18.5,0,5,57.58,73.57,172,280,46,2
A3_Tobillo_Derecha,2024-04-03,624.26,7.12,0,0,43.03,49.32,102,242,0,0
A3_Tobillo_Derecha,2024-04-04,1378.46,12.11,0,3,50.48,54.75,103,104,10,0
A3_Tobillo_Derecha,2024-04-05,1622.67,17.12,0,0,44.72,49.14,228,365,0,1
A3_Tobillo_Derecha,2024-04-06,2186.26,25.76,0,1,54.1,74.78,189,365,26,3
A3_Tobillo_Derecha,2024-04-07,3017.75,29.06,1,1,48.19,51.4,149,220,4,3
A3_Tobillo_Derecha,2024-04-08,1566.21,13.44,2,4,52.11,64.54,174,198,32,2
A3_Tobillo_Derecha,2024-04-09,1553.93,13.2,1,0,47.61,48.51,72,89,4,0
A4_Cadera_Izquierda,2024-01-01,719.3,6.88,0,2,51.75,57.38,176,365,6,1
A4_Cadera_Izquierda,2024-01-02,1732.7,16.2,1,2,47.04,51.84,113,140,6,0
A4_Cadera_Izquierda,2024-01-03,358.66,3.66,0,5,54.71,64.92,133,219,10,0
A4_Cadera_Izquierda,2024-01-04,411.35,3.87,0,0,46.25,52.16,92,199,0,0
A4_Cadera_Izquierda,2024-01-05,1683.19,17.01,1,5,48.32,59.17,138,212,12,3
A4_Cadera_Izquierda,2024-01-06,2095.38,22.77,1,8,54.04,83.38,250,365,85,2
A4_Cadera_Izquierda,2024-01-07,2250.65,20.17,0,0,52.26,52.49,61,138,0,0
A4_Cadera_Izquierda,2024-01-08,410.84,3.63,0,1,48.75,58.12,175,249,2,1
A4_Cadera_Izquierda,2024-01-09,2917.42,28.48,0,1,45.63,52.48,194,290,3,3
A4_Cadera_Izquierda,2024-01-10,2361.0,22.9,2,2,54.7,58.94,94,197,16,3
A4_Cadera_Izquierda,2024-01-11,2712.32,27.44,1,6,52.97,62.66,331,365,19,3
A4_Cadera_Izquierda,2024-01-12,857.48,9.12,0,2,50.65,60.99,67,116,2,0
A4_Cadera_Izquierda,2024-01-13,1540.43,16.73,0,1,52.16,53.19,179,186,2,1
A4_Cadera_Izquierda,2024-01-14,1805.85,20.28,1,5,51.21,56.6,104,228,15,3
A4_Cadera_Izquierda,2024-01-15,727.99,8.45,1,1,46.83,51.36,105,258,6,0
A4_Cadera_Izquierda,2024-01-16,3011.55,33.26,2,4,49.5,62.15,174,285,23,3
A4_Cadera_Izquierda,2024-01-17,2488.15,23.59,1,3,52.88,62.79,145,318,13,3
A4_Cadera_Izquierda,2024-01-18,2397.5,20.31,1,3,52.85,57.27,140,205,11,3
A4_Cadera_Izquierda,2024-01-19,946.92,9.48,0,2,51.46,54.55,139,285,7,1
A4_Cadera_Izquierda,2024-01-20,1206.47,13.3,0,5,49.31,62.33,100,136,14,0
A4_Cadera_Izquierda,2024-01-21,2278.16,22.25,1,2,48.6,60.19,93,207,8,3
A4_Cadera_Izquierda,2024-01-22,440.46,4.68,0,0,49.94,53.62,49,55,0,0
A4_Cadera_Izquierda,2024-01-23,475.26,4.87,0,0,43.63,52.54,201,365,0,1
A4_Cadera_Izquierda,2024-01-24,677.35,7.94,0,4,56.41,63.92,109,157,15,0
A4_Cadera_Izquierda,2024-01-25,462.63,4.33,1,0,42.18,46.52,213,365,0,1
A4_Cadera_Izquierda,2024-01-26,2124.62,22.77,0,0,44.81,47.57,217,365,0,1
A4_Cadera_Izquierda,2024-01-27,1655.71,15.13,1,1,48.32,52.09,177,365,10,1
A4_Cadera_Izquierda,2024-01-28,1091.13,10.47,1,0,47.79,48.39,85,114,6,0
A4_Cadera_Izquierda,2024-01-29,1499.08,13.41,2,6,55.77,60.18,269,365,36,2
A4_Cadera_Izquierda,2024-01-30,3402.38,39.67,1,4,52.38,53.85,219,365,19,3
A4_Cadera_Izquierda,2024-01-31,1062.8,9.27,0,1,50.37,57.74,125,208,1,0
A4_Cadera_Izquierda,2024-02-01,660.53,6.13,0,1,51.06,55.85,167,264,3,1
A4_Cadera_Izquierda,2024-02-02,1719.11,14.01,0,2,45.18,53.93,148,195,7,0
A4_Cadera_Izquierda,2024-02-03,760.16,7.31,0,1,53.08,65.26,186,365,4,1
A4_Cadera_Izquierda,2024-02-04,1520.98,15.61,1,3,47.91,54.56,99,201,14,0
A4_Cadera_Izquierda,2024-02-05,3134.75,35.64,0,2,57.14,69.81,85,141,24,3
A4_Cadera_Izquierda,2024-02-06,2369.87,26.95,0,0,49.22,50.03,121,226,0,3
A4_Cadera_Izquierda,2024-02-07,1422.74,11.6,0,2,52.53,59.45,101,133,6,0
A4_Cadera_Izquierda,2024-02-08,1555.1,17.52,1,7,49.47,71.76,254,365,44,2
A4_Cadera_Izquierda,2024-02-09,223.08,1.8,0,2,50.0,54.76,48,106,9,0
A4_Cadera_Izquierda,2024-02-10,618.02,6.01,0,0,45.56,51.35,171,258,0,1
A4_Cadera_Izquierda,2024-02-11,3272.96,26.42,0,0,42.59,53.73,257,365,0,1
A4_Cadera_Izquierda,2024-02-12,1581.56,12.93,0,2,51.8,55.8,156,324,6,1
A4_Cadera_Izquierda,2024-02-13,895.19,9.07,0,0,49.4,53.56,184,365,0,1
A4_Cadera_Izquierda,2024-02-14,2196.44,21.85,1,3,53.84,60.55,140,187,13,3
A4_Cadera_Izquierda,2024-02-15,1809.04,18.22,1,3,52.79,53.42,106,180,11,3
A4_Cadera_Izquierda,2024-02-16,2211.12,18.55,0,1,52.42,57.37,232,311,5,1
A4_Cadera_Izquierda,2024-02-17,1742.26,17.71,1,2,50.56,57.09,101,129,8,0
A4_Cadera_Izquierda,2024-02-18,2665.28,24.17,1,4,47.61,52.72,176,365,16,3
A4_Cadera_Izquierda,2024-02-19,1161.68,11.49,0,2,46.91,56.71,139,199,7,0
A4_Cadera_Izquierda,2024-02-20,980.98,8.02,0,1,47.23,62.3,96,147,3,0
A4_Cadera_Izquierda,2024-02-21,707.69,7.81,0,2,51.28,63.15,271,365,5,1
A4_Cadera_Izquierda,2024-02-22,2068.59,17.62,0,0,44.51,47.78,196,365,0,1
A4_Cadera_Izquierda,2024-02-23,1336.74,15.98,1,1,44.05,49.48,106,116,8,0
A4_Cadera_Izquierda,2024-02-24,782.9,8.31,0,1,51.28,56.48,99,205,2,0
A4_Cadera_Izquierda,2024-02-25,638.35,7.62,0,2,48.95,55.57,161,301,6,1
A4_Cadera_Izquierda,2024-02-26,1891.92,15.81,1,0,45.78,49.83,98,101,4,0
A4_Cadera_Izquierda,2024-02-27,613.05,6.6,0,2,51.51,52.16,221,362,6,1
A4_Cadera_Izquierda,2024-02-28,1847.77,17.67,0,0,47.09,47.33,203,290,0,1
A4_Cadera_Izquierda,2024-02-29,731.61,8.48,0,0,46.06,48.93,81,91,0,0
A4_Cadera_Izquierda,2024-03-01,2217.47,22.68,1,5,54.57,56.09,95,147,27,3
A4_Cadera_Izquierda,2024-03-02,586.36,6.13,1,3,46.65,56.75,87,146,12,0
A4_Cadera_Izquierda,2024-03-03,3339.86,32.34,0,2,54.08,61.13,184,365,5,3
A4_Cadera_Izquierda,2024-03-04,623.48,5.7,0,0,44.66,53.14,81,170,0,0
A4_Cadera_Izquierda,2024-03-05,3367.83,35.57,0,3,52.34,56.59,91,118,6,3
A4_Cadera_Izquierda,2024-03-06,359.82,3.83,0,5,48.19,67.55,82,145,23,0
A4_Cadera_Izquierda,2024-03-07,2356.2,25.5,0,4,47.72,62.01,164,193,10,3
A4_Cadera_Izquierda,2024-03-08,1574.81,16.82,0,1,50.84,57.88,71,113,2,0
A4_Cadera_Izquierda,2024-03-09,2361.61,25.42,2,6,60.44,66.23,104,175,29,2
A4_Cadera_Izquierda,2024-03-10,1314.43,11.57,0,0,46.07,55.21,51,110,0,0
A4_Cadera_Izquierda,2024-03-11,1579.72,16.7,0,0,50.6,54.15,183,365,0,1
A4_Cadera_Izquierda,2024-03-12,492.99,4.98,1,5,53.99,77.79,152,324,54,2
A4_Cadera_Izquierda,2024-03-13,979.67,10.49,0,3,55.79,58.36,234,365,4,1
A4_Cadera_Izquierda,2024-03-14,1533.77,17.98,0,1,49.91,54.3,82,182,3,0
A4_Cadera_Izquierda,2024-03-15,920.27,10.07,0,0,47.46,48.15,76,94,0,0
A4_Cadera_Izquierda,2024-03-16,2345.65,25.79,0,1,47.57,55.02,114,237,3,3
A4_Cadera_Izquierda,2024-03-17,1941.35,17.46,0,0,46.2,47.77,131,220,0,1
A4_Cadera_Izquierda,2024-03-18,1439.65,16.84,0,2,52.61,57.86,104,251,3,0
A4_Cadera_Izquierda,2024-03-19,1026.94,11.73,0,0,48.42,50.64,42,68,0,0
A4_Cadera_Izquierda,2024-03-20,1551.85,14.5,0,0,49.49,51.79,133,164,0,0
A4_Cadera_Izquierda,2024-03-21,3558.73,40.84,2,3,47.2,64.22,220,317,19,3
A4_Cadera_Izquierda,2024-03-22,833.72,6.85,0,1,47.16,57.26,309,365,1,1
A4_Cadera_Izquierda,2024-03-23,1745.84,14.7,0,0,43.05,46.34,162,199,0,1
A4_Cadera_Izquierda,2024-03-24,2475.81,28.21,2,4,51.6,67.99,110,256,29,3
A4_Cadera_Izquierda,2024-03-25,2851.28,27.5,0,5,54.14,66.28,200,365,20,3
A4_Cadera_Izquierda,2024-03-26,1140.39,10.76,1,1,40.37,43.96,224,318,8,1
A4_Cadera_Izquierda,2024-03-27,2214.45,21.87,0,4,54.4,57.99,137,243,14,3
A4_Cadera_Izquierda,2024-03-28,2550.34,28.38,2,3,51.13,64.24,123,142,22,3
A4_Cadera_Izquierda,2024-03-29,485.17,5.35,0,2,51.08,60.21,63,137,9,0
A4_Cadera_Izquierda,2024-03-30,851.02,8.01,1,2,43.57,51.89,95,196,7,0
A4_Cadera_Izquierda,2024-03-31,2730.88,26.19,1,2,52.76,54.47,100,103,11,3
A4_Cadera_Izquierda,2024-04-01,3860.58,42.2,2,4,58.35,65.58,226,365,30,3
A4_Cadera_Izquierda,2024-04-02,2363.55,19.69,2,3,53.45,57.52,73,154,23,3
A4_Cadera_Izquierda,2024-04-03,444.47,3.99,0,0,48.36,49.85,134,134,0,0
A4_Cadera_Izquierda,2024-04-04,664.81,7.9,0,2,45.51,58.72,67,138,4,0
A4_Cadera_Izquierda,2024-04-05,1042.79,11.78,0,0,46.88,54.13,108,169,0,0
A4_Cadera_Izquierda,2024-04-06,693.46,6.09,0,1,47.08,54.31,150,314,0,1
A4_Cadera_Izquierda,2024-04-07,1346.81,12.74,0,1,48.6,58.38,68,75,3,0
A4_Cadera_Izquierda,2024-04-08,2512.72,23.17,0,1,50.54,54.38,116,214,4,3
A4_Cadera_Izquierda,2024-04-09,3316.91,34.35,2,5,47.9,53.39,70,93,26,3
A5_Rodilla_Izquierda,2024-01-01,554.99,6.62,0,1,53.08,64.78,146,149,4,0
A5_Rodilla_Izquierda,2024-01-02,942.4,9.13,2,3,53.49,58.21,120,245,11,0
A5_Rodilla_Izquierda,2024-01-03,754.26,6.12,1,1,58.82,65.94,152,229,10,0
A5_Rodilla_Izquierda,2024-01-04,400.07,3.83,1,2,56.76,60.35,77,92,11,0
A5_Rodilla_Izquierda,2024-01-05,1482.56,14.6,3,8,61.35,66.27,170,311,36,2
A5_Rodilla_Izquierda,2024-01-06,2765.33,31.11,4,7,57.07,60.36,162,287,34,2
A5_Rodilla_Izquierda,2024-01-07,511.29,4.77,0,0,47.22,49.69,126,261,0,0
A5_Rodilla_Izquierda,2024-01-08,1485.78,16.99,1,2,55.97,63.67,128,214,10,3
A5_Rodilla_Izquierda,2024-01-09,379.59,3.26,0,1,59.58,60.63,142,352,1,1
A5_Rodilla_Izquierda,2024-01-10,2514.53,29.79,2,3,56.77,57.79,174,205,23,3
A5_Rodilla_Izquierda,2024-01-11,3074.77,26.34,5,10,66.42,67.94,254,260,57,2
A5_Rodilla_Izquierda,2024-01-12,644.72,5.38,0,5,59.55,71.36,48,107,26,2
A5_Rodilla_Izquierda,2024-01-13,1469.71,13.62,1,1,56.51,57.33,89,212,11,0
A5_Rodilla_Izquierda,2024-01-14,708.47,5.73,2,8,60.27,64.22,187,299,34,2
A5_Rodilla_Izquierda,2024-01-15,2346.37,19.63,1,5,56.8,58.75,271,365,20,3
A5_Rodilla_Izquierda,2024-01-16,996.16,9.51,0,1,50.99,53.2,93,200,3,0
A5_Rodilla_Izquierda,2024-01-17,1249.71,14.23,2,8,61.9,66.89,121,167,42,2
A5_Rodilla_Izquierda,2024-01-18,2137.99,19.1,0,1,57.32,58.72,108,218,1,3
A5_Rodilla_Izquierda,2024-01-19,1531.91,15.06,1,4,53.63,67.28,242,320,19,1
A5_Rodilla_Izquierda,2024-01-20,2655.57,26.95,2,5,56.43,60.03,136,148,22,3
A5_Rodilla_Izquierda,2024-01-21,1032.02,11.59,1,1,55.5,62.15,65,107,7,0
A5_Rodilla_Izquierda,2024-01-22,1914.46,17.13,1,5,56.96,57.81,134,312,20,3
A5_Rodilla_Izquierda,2024-01-23,2649.9,28.88,1,2,53.01,54.39,112,277,10,3
A5_Rodilla_Izquierda,2024-01-24,1999.47,19.45,0,0,57.1,59.92,72,91,0,0
A5_Rodilla_Izquierda,2024-01-25,1983.97,17.54,2,5,59.13,62.74,129,237,24,2
A5_Rodilla_Izquierda,2024-01-26,2407.81,27.52,3,6,62.09,63.58,135,232,38,2
A5_Rodilla_Izquierda,2024-01-27,733.84,5.99,1,6,59.07,63.16,100,119,20,2
A5_Rodilla_Izquierda,2024-01-28,1356.49,13.08,0,4,56.09,71.86,100,103,35,2
A5_Rodilla_Izquierda,2024-01-29,1897.19,20.41,0,5,60.1,62.0,126,257,14,3
A5_Rodilla_Izquierda,2024-01-30,379.51,4.06,0,0,49.25,50.42,112,228,0,0
A5_Rodilla_Izquierda,2024-01-31,1949.35,17.72,1,6,61.39,65.38,129,253,26,2
A5_Rodilla_Izquierda,2024-02-01,1591.55,15.81,2,6,61.34,66.56,122,154,36,2
A5_Rodilla_Izquierda,2024-02-02,2591.65,24.78,2,2,54.45,63.05,113,171,14,3
A5_Rodilla_Izquierda,2024-02-03,1223.26,12.33,1,2,54.37,59.26,136,152,10,0
A5_Rodilla_Izquierda,2024-02-04,579.85,6.39,0,6,59.53,71.38,217,365,33,2
A5_Rodilla_Izquierda,2024-02-05,1117.33,11.75,1,1,50.11,52.09,109,241,7,0
A5_Rodilla_Izquierda,2024-02-06,2464.27,23.3,0,2,54.26,58.63,222,328,4,1
A5_Rodilla_Izquierda,2024-02-07,1811.69,18.46,2,6,56.33,60.64,57,60,32,2
A5_Rodilla_Izquierda,2024-02-08,812.55,8.98,0,0,51.67,53.99,160,239,0,1
A5_Rodilla_Izquierda,2024-02-09,1713.28,17.9,3,7,53.46,58.02,89,118,36,2
A5_Rodilla_Izquierda,2024-02-10,1202.94,14.37,1,5,47.31,52.0,189,337,17,1
A5_Rodilla_Izquierda,2024-02-11,2507.13,26.25,2,5,52.85,56.43,134,159,34,3
A5_Rodilla_Izquierda,2024-02-12,513.11,5.68,1,2,53.25,59.98,108,113,5,0
A5_Rodilla_Izquierda,2024-02-13,1245.45,9.99,2,1,47.82,49.01,169,281,14,1
A5_Rodilla_Izquierda,2024-02-14,2755.92,30.78,0,1,55.26,64.24,147,266,3,3
A5_Rodilla_Izquierda,2024-02-15,1110.01,13.0,1,4,58.84,63.02,277,365,19,1
A5_Rodilla_Izquierda,2024-02-16,1396.44,12.29,0,3,59.24,63.66,120,260,8,0
A5_Rodilla_Izquierda,2024-02-17,1417.1,15.1,0,1,61.7,64.21,115,240,3,0
A5_Rodilla_Izquierda,2024-02-18,1462.57,14.91,3,8,54.03,66.62,65,135,41,2
A5_Rodilla_Izquierda,2024-02-19,1012.58,11.04,0,3,59.74,66.02,107,237,14,0
A5_Rodilla_Izquierda,2024-02-20,2975.45,31.33,2,9,66.88,70.35,173,365,57,2
A5_Rodilla_Izquierda,2024-02-21,2576.11,25.81,2,3,56.77,69.31,144,232,40,2
A5_Rodilla_Izquierda,2024-02-22,244.15,2.84,2,2,52.38,53.26,111,115,18,0
A5_Rodilla_Izquierda,2024-02-23,1651.99,14.75,0,2,54.23,55.53,136,150,10,0
A5_Rodilla_Izquierda,2024-02-24,865.75,7.58,0,2,50.48,60.57,77,105,5,0
A5_Rodilla_Izquierda,2024-02-25,1022.81,8.96,2,1,51.6,55.14,159,276,19,1
A5_Rodilla_Izquierda,2024-02-26,218.32,2.52,0,3,52.0,59.81,113,172,12,0
A5_Rodilla_Izquierda,2024-02-27,365.36,3.72,0,1,56.88,59.38,117,210,4,0
A5_Rodilla_Izquierda,2024-02-28,1763.05,21.08,1,3,55.78,63.43,99,170,12,3
A5_Rodilla_Izquierda,2024-02-29,701.03,5.93,0,4,52.33,64.88,211,365,11,1
A5_Rodilla_Izquierda,2024-03-01,1928.18,18.53,2,3,56.3,59.52,102,156,23,3
A5_Rodilla_Izquierda,2024-03-02,2153.38,20.46,1,2,63.24,63.68,129,280,14,3
A5_Rodilla_Izquierda,2024-03-03,2414.69,28.04,2,7,59.51,68.34,82,95,44,2
A5_Rodilla_Izquierda,2024-03-04,1305.8,13.06,2,3,55.42,57.9,102,136,19,0
A5_Rodilla_Izquierda,2024-03-05,1989.93,18.01,2,4,59.83,61.94,48,50,19,2
A5_Rodilla_Izquierda,2024-03-06,2591.12,24.7,1,5,56.56,58.23,106,106,19,3
A5_Rodilla_Izquierda,2024-03-07,2082.13,18.54,1,5,56.0,60.22,104,124,14,3
A5_Rodilla_Izquierda,2024-03-08,1499.11,16.11,1,2,59.23,61.01,184,320,14,1
A5_Rodilla_Izquierda,2024-03-09,1067.44,11.0,2,6,54.15,60.55,53,109,38,2
A5_Rodilla_Izquierda,2024-03-10,2657.27,26.76,3,10,58.32,65.62,189,292,44,2
A5_Rodilla_Izquierda,2024-03-11,3262.51,36.43,3,9,61.95,85.0,70,160,100,2
A5_Rodilla_Izquierda,2024-03-12,2430.84,24.35,3,8,58.64,63.87,73,93,35,2
A5_Rodilla_Izquierda,2024-03-13,1019.24,8.39,0,3,49.74,62.51,79,185,8,0
A5_Rodilla_Izquierda,2024-03-14,1586.78,12.84,2,0,52.11,55.82,167,318,6,1
A5_Rodilla_Izquierda,2024-03-15,2171.91,22.63,5,7,55.34,63.29,325,365,45,2
A5_Rodilla_Izquierda,2024-03-16,1441.29,11.6,0,2,50.83,60.59,289,365,7,1
A5_Rodilla_Izquierda,2024-03-17,1780.05,19.33,0,4,68.51,74.75,103,231,56,2
A5_Rodilla_Izquierda,2024-03-18,3382.17,38.83,0,2,52.19,60.04,239,365,6,3
A5_Rodilla_Izquierda,2024-03-19,940.02,9.94,2,2,54.6,63.23,170,196,13,0
A5_Rodilla_Izquierda,2024-03-20,1310.62,15.65,0,1,50.59,62.43,142,274,1,1
A5_Rodilla_Izquierda,2024-03-21,367.28,3.71,0,0,53.38,55.06,118,145,0,0
A5_Rodilla_Izquierda,2024-03-22,741.49,8.58,0,1,57.71,67.53,120,239,10,0
A5_Rodilla_Izquierda,2024-03-23,2009.57,17.9,3,9,63.57,66.7,105,156,39,2
A5_Rodilla_Izquierda,2024-03-24,792.18,8.28,0,2,55.47,59.22,116,221,5,0
A5_Rodilla_Izquierda,2024-03-25,2238.09,22.86,3,6,54.14,59.01,105,172,28,2
A5_Rodilla_Izquierda,2024-03-26,2424.01,28.27,2,3,56.97,58.99,286,365,19,3
A5_Rodilla_Izquierda,2024-03-27,697.9,8.03,0,0,63.41,67.67,106,143,8,0
A5_Rodilla_Izquierda,2024-03-28,1310.0,10.63,0,4,56.52,61.76,79,166,21,0
A5_Rodilla_Izquierda,2024-03-29,872.66,7.66,1,6,56.34,61.7,46,79,20,0
A5_Rodilla_Izquierda,2024-03-30,2001.5,20.03,2,7,61.62,72.61,127,287,51,2
A5_Rodilla_Izquierda,2024-03-31,1707.55,14.4,1,1,55.63,59.99,81,164,10,0
A5_Rodilla_Izquierda,2024-04-01,1645.79,15.2,0,5,57.42,73.4,94,126,40,2
A5_Rodilla_Izquierda,2024-04-02,1212.97,10.51,0,1,56.07,58.85,173,211,6,1
A5_Rodilla_Izquierda,2024-04-03,2313.17,22.53,4,11,54.39,58.49,231,365,58,2
A5_Rodilla_Izquierda,2024-04-04,1491.34,17.75,1,5,56.35,61.78,192,238,15,3
A5_Rodilla_Izquierda,2024-04-05,1967.72,21.92,2,4,53.79,55.87,205,305,27,3
A5_Rodilla_Izquierda,2024-04-06,1091.16,10.31,0,7,63.93,68.95,45,112,39,2
A5_Rodilla_Izquierda,2024-04-07,1512.61,15.16,0,2,57.85,62.94,131,300,5,1
A5_Rodilla_Izquierda,2024-04-08,3299.83,36.56,1,3,56.61,62.3,180,339,12,3
A5_Rodilla_Izquierda,2024-04-09,567.53,5.57,0,4,61.5,66.95,168,347,18,1
A6_Tobillo_Izquierda,2024-01-01,4097.55,42.33,1,2,48.17,53.68,120,253,15,3
A6_Tobillo_Izquierda,2024-01-02,1869.82,19.32,1,3,50.0,64.6,180,365,15,1
A6_Tobillo_Izquierda,2024-01-03,2344.12,27.2,1,2,45.28,50.88,123,290,14,3
A6_Tobillo_Izquierda,2024-01-04,1301.83,14.89,0,2,50.35,66.34,165,216,11,1
A6_Tobillo_Izquierda,2024-01-05,1559.21,13.35,2,3,53.48,55.18,56,138,21,0
A6_Tobillo_Izquierda,2024-01-06,477.85,5.24,1,2,44.6,46.15,176,365,8,1
A6_Tobillo_Izquierda,2024-01-07,1348.48,15.34,0,2,49.43,60.36,295,297,5,1
A6_Tobillo_Izquierda,2024-01-08,509.88,4.66,0,1,50.79,58.57,113,125,3,0
A6_Tobillo_Izquierda,2024-01-09,1445.84,15.77,0,0,44.31,47.71,260,365,0,1
A6_Tobillo_Izquierda,2024-01-10,3502.83,38.7,0,1,54.82,57.12,112,263,3,3
A6_Tobillo_Izquierda,2024-01-11,2433.56,26.83,1,1,44.51,56.38,164,293,8,3
A6_Tobillo_Izquierda,2024-01-12,871.73,9.59,0,1,43.8,55.49,71,139,4,0
A6_Tobillo_Izquierda,2024-01-13,575.82,4.62,0,2,51.34,53.75,186,248,2,1
A6_Tobillo_Izquierda,2024-01-14,1641.24,14.27,1,0,47.2,49.24,53,59,6,0
A6_Tobillo_Izquierda,2024-01-15,1996.19,21.6,0,2,53.75,59.51,133,318,5,1
A6_Tobillo_Izquierda,2024-01-16,2783.04,29.51,1,5,53.45,64.46,133,208,22,3
A6_Tobillo_Izquierda,2024-01-17,2878.8,32.4,0,1,53.95,59.47,148,163,4,3
A6_Tobillo_Izquierda,2024-01-18,3200.61,30.4,2,4,52.81,57.09,105,162,24,3
A6_Tobillo_Izquierda,2024-01-19,1476.7,16.48,0,3,53.44,67.66,71,164,10,0
A6_Tobillo_Izquierda,2024-01-20,2817.74,29.25,1,4,54.54,57.06,182,235,23,3
A6_Tobillo_Izquierda,2024-01-21,1955.36,18.3,0,1,48.31,53.97,93,215,5,0
A6_Tobillo_Izquierda,2024-01-22,3462.56,30.0,0,2,52.04,58.06,91,193,10,3
A6_Tobillo_Izquierda,2024-01-23,1354.39,15.44,2,4,53.07,57.85,181,278,22,3
A6_Tobillo_Izquierda,2024-01-24,1414.63,15.11,1,3,47.38,51.79,167,285,18,1
A6_Tobillo_Izquierda,2024-01-25,2958.28,30.87,2,3,52.9,57.37,76,79,13,3
A6_Tobillo_Izquierda,2024-01-26,324.77,3.53,0,0,47.24,51.13,124,133,0,0
A6_Tobillo_Izquierda,2024-01-27,2892.39,33.69,1,1,49.98,54.49,88,183,9,3
A6_Tobillo_Izquierda,2024-01-28,352.69,4.22,0,1,48.87,56.67,93,167,3,0
A6_Tobillo_Izquierda,2024-01-29,1585.23,18.57,1,2,55.68,61.44,176,295,9,1
A6_Tobillo_Izquierda,2024-01-30,2551.36,29.6,1,3,52.0,60.12,99,154,13,3
A6_Tobillo_Izquierda,2024-01-31,1759.96,18.81,1,1,46.26,47.99,123,279,15,1
A6_Tobillo_Izquierda,2024-02-01,375.7,3.24,0,0,41.29,48.57,56,84,0,0
A6_Tobillo_Izquierda,2024-02-02,1966.52,20.5,1,0,51.43,57.41,81,161,3,0
A6_Tobillo_Izquierda,2024-02-03,2101.47,20.19,0,0,42.2,48.05,138,335,0,1
A6_Tobillo_Izquierda,2024-02-04,1995.83,16.85,0,1,45.36,52.42,84,106,3,0
A6_Tobillo_Izquierda,2024-02-05,639.96,6.96,0,1,45.73,52.16,109,158,5,0
A6_Tobillo_Izquierda,2024-02-06,1240.7,12.72,1,0,44.21,46.3,85,160,3,0
A6_Tobillo_Izquierda,2024-02-07,452.35,4.01,0,0,46.41,47.79,98,105,0,0
A6_Tobillo_Izquierda,2024-02-08,1082.4,10.67,0,3,50.14,62.42,91,205,7,0
A6_Tobillo_Izquierda,2024-02-09,372.91,3.24,2,3,50.95,60.62,97,184,23,0
A6_Tobillo_Izquierda,2024-02-10,1201.2,13.25,0,0,43.06,45.89,169,365,0,1
A6_Tobillo_Izquierda,2024-02-11,1040.09,9.15,0,2,54.75,68.28,96,240,15,0
A6_Tobillo_Izquierda,2024-02-12,2390.7,21.55,1,6,53.84,64.26,43,70,14,3
A6_Tobillo_Izquierda,2024-02-13,1324.69,14.61,1,4,47.79,64.02,139,180,16,0
A6_Tobillo_Izquierda,2024-02-14,676.99,6.62,0,0,52.47,57.24,104,108,0,0
A6_Tobillo_Izquierda,2024-02-15,2717.18,31.19,0,1,48.67,53.0,130,265,2,3
A6_Tobillo_Izquierda,2024-02-16,3056.63,33.33,1,3,55.81,59.05,244,365,12,3
A6_Tobillo_Izquierda,2024-02-17,555.23,5.33,0,3,55.08,63.29,96,145,9,0
A6_Tobillo_Izquierda,2024-02-18,2328.41,23.8,1,3,49.55,51.67,128,210,10,3
A6_Tobillo_Izquierda,2024-02-19,1951.9,22.34,0,2,56.33,60.82,136,190,1,3
A6_Tobillo_Izquierda,2024-02-20,1808.19,15.1,2,4,53.38,56.09,229,244,26,3
A6_Tobillo_Izquierda,2024-02-21,2490.28,28.62,0,4,53.81,59.1,240,365,10,3
A6_Tobillo_Izquierda,2024-02-22,1526.02,13.47,1,2,46.39,56.75,42,101,16,0
A6_Tobillo_Izquierda,2024-02-23,1783.06,18.71,0,0,43.45,46.87,82,125,0,0
