id_actuador,fecha_medicion,tiempo_uso_acumulado_h,ciclos_activacion_M,numero_reparaciones,fallos_temporales,temp_operacional_promedio_C,temp_maxima_alcanzada_C,dias_ultima_calibracion,dias_ultimo_servicio,numero_logs_error
A3_Tobillo_Derecha,2024-03-31,621.75,4.95,0,3,42.83,53.23,41,56,12
A3_Tobillo_Derecha,2024-04-01,766.48,6.1,0,0,46.82,58.66,46,122,7
A3_Tobillo_Derecha,2024-04-02,611.22,3.91,0,0,44.54,54.89,45,69,8
A3_Tobillo_Derecha,2024-04-03,1048.37,9.82,0,0,44.87,53.21,43,7,6
A3_Tobillo_Derecha,2024-04-04,702.41,6.03,1,2,42.53,52.76,55,80,13
A3_Tobillo_Derecha,2024-04-05,932.39,6.1,0,0,44.41,55.04,43,124,6
A3_Tobillo_Derecha,2024-04-06,747.06,6.26,0,0,45.49,56.21,22,114,1
A3_Tobillo_Derecha,2024-04-07,848.75,6.81,0,2,46.99,57.8,72,121,8
A3_Tobillo_Derecha,2024-04-08,750.26,8.4,0,1,44.27,56.74,71,41,3
A3_Tobillo_Derecha,2024-04-09,946.38,6.9,0,0,48.15,56.59,73,95,0
A4_Cadera_Izquierda,2024-01-01,1310.04,13.34,0,3,45.79,55.97,101,136,15
A4_Cadera_Izquierda,2024-01-02,1283.39,11.75,1,1,48.79,61.91,91,118,14
A4_Cadera_Izquierda,2024-01-03,1373.78,10.83,0,1,51.3,64.99,60,152,8
A4_Cadera_Izquierda,2024-01-04,1348.3,10.41,1,4,50.18,62.04,95,145,19
A4_Cadera_Izquierda,2024-01-05,1293.68,12.02,3,6,44.97,53.2,70,132,32
A4_Cadera_Izquierda,2024-01-06,1350.19,11.68,0,2,50.27,61.71,56,145,11
A4_Cadera_Izquierda,2024-01-07,1242.32,10.38,0,3,49.5,61.61,98,141,13
A4_Cadera_Izquierda,2024-01-08,1324.32,11.98,0,2,45.53,57.41,105,107,8
A4_Cadera_Izquierda,2024-01-09,1119.29,10.79,1,2,47.51,59.51,106,82,18
A4_Cadera_Izquierda,2024-01-10,1316.55,10.52,0,1,49.75,60.94,107,131,12
A4_Cadera_Izquierda,2024-01-11,1370.32,12.01,0,0,48.88,59.24,52,135,14
A4_Cadera_Izquierda,2024-01-12,1129.46,11.78,0,0,45.91,55.25,65,150,6
A4_Cadera_Izquierda,2024-01-13,1259.33,10.37,0,2,48.98,55.87,138,93,15
A4_Cadera_Izquierda,2024-01-14,1137.75,11.21,0,0,44.58,55.73,71,94,9
A4_Cadera_Izquierda,2024-01-15,1155.23,10.02,1,3,47.64,58.5,108,132,19
A4_Cadera_Izquierda,2024-01-16,1047.51,10.07,2,3,49.82,61.38,79,118,26
A4_Cadera_Izquierda,2024-01-17,1477.84,14.53,1,3,48.03,55.99,96,67,23
A4_Cadera_Izquierda,2024-01-18,1441.82,13.85,0,1,47.2,58.93,81,130,12
A4_Cadera_Izquierda,2024-01-19,1346.74,13.15,0,4,49.42,63.83,107,68,18
A4_Cadera_Izquierda,2024-01-20,1605.0,13.44,0,2,49.56,60.21,98,93,12
A4_Cadera_Izquierda,2024-01-21,1215.94,12.17,3,7,50.1,60.48,85,157,34
A4_Cadera_Izquierda,2024-01-22,1795.72,15.47,0,1,49.4,60.49,71,171,8
A4_Cadera_Izquierda,2024-01-23,1209.04,11.25,1,3,49.73,64.09,100,85,18
A4_Cadera_Izquierda,2024-01-24,1295.93,12.04,0,0,49.17,57.73,68,110,4
A4_Cadera_Izquierda,2024-01-25,1178.4,11.2,0,1,48.42,59.31,104,121,12
A4_Cadera_Izquierda,2024-01-26,1317.02,12.31,0,1,48.14,57.12,152,169,15
A4_Cadera_Izquierda,2024-01-27,1400.41,11.89,0,1,47.62,57.08,124,106,8
A4_Cadera_Izquierda,2024-01-28,1229.5,9.83,0,0,46.06,56.47,110,106,9
A4_Cadera_Izquierda,2024-01-29,1569.81,15.14,0,0,46.47,59.53,93,163,4
A4_Cadera_Izquierda,2024-01-30,1293.05,11.94,0,0,47.55,61.47,52,109,7
A4_Cadera_Izquierda,2024-01-31,1298.69,12.96,0,1,48.39,59.74,65,140,8
A4_Cadera_Izquierda,2024-02-01,1086.38,9.83,0,3,50.31,60.09,123,78,18
A4_Cadera_Izquierda,2024-02-02,1325.33,10.64,0,0,47.93,63.17,77,115,6
A4_Cadera_Izquierda,2024-02-03,1225.88,12.11,1,1,49.61,59.29,79,73,18
A4_Cadera_Izquierda,2024-02-04,1140.52,10.0,1,5,49.73,59.14,91,90,25
A4_Cadera_Izquierda,2024-02-05,1110.23,10.44,0,0,47.63,54.76,71,143,6
A4_Cadera_Izquierda,2024-02-06,1730.92,15.09,1,4,48.95,62.1,68,118,19
A4_Cadera_Izquierda,2024-02-07,1202.57,12.58,0,3,47.61,59.95,93,111,17
A4_Cadera_Izquierda,2024-02-08,987.74,8.1,0,3,50.12,65.21,75,99,19
A4_Cadera_Izquierda,2024-02-09,1124.32,9.88,0,0,49.02,56.88,78,113,9
A4_Cadera_Izquierda,2024-02-10,1240.72,11.39,4,6,46.1,59.37,77,128,47
A4_Cadera_Izquierda,2024-02-11,1348.4,11.17,1,1,48.26,58.89,106,147,19
A4_Cadera_Izquierda,2024-02-12,1349.86,12.6,1,6,50.64,62.67,89,46,27
A4_Cadera_Izquierda,2024-02-13,1371.79,14.08,0,0,47.71,55.08,91,96,7
A4_Cadera_Izquierda,2024-02-14,1133.93,9.82,1,2,48.72,62.01,108,124,19
A4_Cadera_Izquierda,2024-02-15,1311.28,12.32,0,1,48.87,60.87,91,117,8
A4_Cadera_Izquierda,2024-02-16,1092.31,7.18,0,0,46.34,56.77,88,131,12
A4_Cadera_Izquierda,2024-02-17,1138.46,10.31,0,4,48.82,60.54,105,127,20
A4_Cadera_Izquierda,2024-02-18,1084.81,9.55,1,5,45.77,54.82,109,111,26
A4_Cadera_Izquierda,2024-02-19,1036.09,8.6,0,1,47.0,56.4,91,105,13
A4_Cadera_Izquierda,2024-02-20,1441.56,14.19,0,0,49.72,59.34,96,113,14
A4_Cadera_Izquierda,2024-02-21,1373.95,12.16,0,0,48.57,55.55,77,152,9
A4_Cadera_Izquierda,2024-02-22,1425.8,12.78,0,2,47.51,59.65,76,99,13
A4_Cadera_Izquierda,2024-02-23,1257.08,11.05,0,2,48.71,61.48,111,118,19
A4_Cadera_Izquierda,2024-02-24,1389.83,10.72,3,4,47.9,57.07,104,125,33
A4_Cadera_Izquierda,2024-02-25,932.97,7.35,0,2,48.02,59.18,105,163,13
A4_Cadera_Izquierda,2024-02-26,1405.36,13.74,1,3,49.05,59.05,101,111,20
A4_Cadera_Izquierda,2024-02-27,1281.88,9.54,0,2,46.84,57.96,96,146,14
A4_Cadera_Izquierda,2024-02-28,1362.88,11.62,1,2,48.06,57.37,110,154,18
A4_Cadera_Izquierda,2024-02-29,1318.4,11.59,1,1,47.5,56.32,115,118,10
A4_Cadera_Izquierda,2024-03-01,1072.33,11.49,0,2,45.46,57.96,115,114,8
A4_Cadera_Izquierda,2024-03-02,980.35,9.68,0,1,46.53,56.91,92,110,8
A4_Cadera_Izquierda,2024-03-03,1121.83,9.64,0,3,50.51,64.85,125,112,13
A4_Cadera_Izquierda,2024-03-04,1351.69,13.59,0,3,48.62,59.2,100,143,14
A4_Cadera_Izquierda,2024-03-05,1374.22,11.75,1,1,45.88,54.62,108,126,17
A4_Cadera_Izquierda,2024-03-06,1003.77,10.13,0,0,45.54,58.37,101,126,7
A4_Cadera_Izquierda,2024-03-07,1073.4,8.4,1,2,47.82,59.52,100,88,18
A4_Cadera_Izquierda,2024-03-08,1119.82,11.25,1,2,50.5,62.38,78,92,13
A4_Cadera_Izquierda,2024-03-09,1185.69,10.37,1,4,47.7,60.46,110,180,21
A4_Cadera_Izquierda,2024-03-10,1004.83,8.11,0,2,50.09,59.35,157,115,16
A4_Cadera_Izquierda,2024-03-11,994.03,8.82,0,3,48.56,58.82,86,98,18
A4_Cadera_Izquierda,2024-03-12,1102.07,10.3,1,3,48.75,58.93,96,160,18
A4_Cadera_Izquierda,2024-03-13,1265.53,11.01,0,1,45.86,53.91,85,127,11
A4_Cadera_Izquierda,2024-03-14,1037.49,9.99,0,3,49.5,59.5,84,136,24
A4_Cadera_Izquierda,2024-03-15,1229.16,10.59,1,4,47.46,60.5,128,116,23
A4_Cadera_Izquierda,2024-03-16,1440.54,13.72,0,2,49.38,60.33,80,111,11
A4_Cadera_Izquierda,2024-03-17,1015.68,9.68,4,7,46.7,54.64,84,115,41
A4_Cadera_Izquierda,2024-03-18,1212.84,10.96,1,3,48.28,55.83,60,81,20
A4_Cadera_Izquierda,2024-03-19,1434.46,12.6,0,2,48.56,62.23,78,117,13
A4_Cadera_Izquierda,2024-03-20,1174.71,10.83,0,1,47.75,58.08,57,128,11
A4_Cadera_Izquierda,2024-03-21,1146.74,10.98,1,4,48.65,57.92,108,171,18
A4_Cadera_Izquierda,2024-03-22,1459.43,15.33,1,4,47.57,57.55,156,122,20
A4_Cadera_Izquierda,2024-03-23,1194.88,11.8,0,1,46.96,54.65,86,54,10
A4_Cadera_Izquierda,2024-03-24,1448.81,14.15,0,4,50.57,63.77,58,117,19
A4_Cadera_Izquierda,2024-03-25,1327.21,15.15,0,0,49.68,59.43,114,196,6
A4_Cadera_Izquierda,2024-03-26,1188.29,11.32,0,2,46.78,59.88,79,144,13
A4_Cadera_Izquierda,2024-03-27,1336.34,12.63,0,2,48.91,59.51,123,97,14
A4_Cadera_Izquierda,2024-03-28,1307.68,12.59,1,2,46.81,60.03,88,136,20
A4_Cadera_Izquierda,2024-03-29,1433.76,12.03,0,4,46.1,57.09,81,99,19
A4_Cadera_Izquierda,2024-03-30,1151.3,10.02,0,2,49.65,61.78,91,82,15
A4_Cadera_Izquierda,2024-03-31,1257.42,10.92,0,1,45.27,57.14,111,110,9
A4_Cadera_Izquierda,2024-04-01,1238.93,11.91,0,2,49.48,61.17,89,122,16
A4_Cadera_Izquierda,2024-04-02,1376.75,12.34,1,0,47.6,58.76,84,67,13
A4_Cadera_Izquierda,2024-04-03,1065.47,9.82,0,1,47.66,57.72,90,87,14
A4_Cadera_Izquierda,2024-04-04,1433.06,14.12,0,3,48.66,62.79,67,120,19
A4_Cadera_Izquierda,2024-04-05,1333.94,12.99,0,1,48.93,57.71,103,108,13
A4_Cadera_Izquierda,2024-04-06,1012.95,9.05,0,1,46.68,57.19,55,131,10
A4_Cadera_Izquierda,2024-04-07,1467.49,12.67,1,4,49.15,59.68,85,85,24
A4_Cadera_Izquierda,2024-04-08,1652.14,16.15,1,4,48.18,59.45,111,139,26
A4_Cadera_Izquierda,2024-04-09,1430.33,13.78,0,2,45.99,55.67,101,86,11
A5_Rodilla_Izquierda,2024-01-01,2536.89,21.72,2,9,58.24,67.93,209,264,51
A5_Rodilla_Izquierda,2024-01-02,2682.66,24.16,1,6,55.0,64.24,165,263,49
A5_Rodilla_Izquierda,2024-01-03,2724.75,25.07,0,8,56.35,65.8,172,269,47
A5_Rodilla_Izquierda,2024-01-04,2501.66,21.6,1,8,57.73,71.38,221,198,48
A5_Rodilla_Izquierda,2024-01-05,2636.54,22.94,1,5,57.49,62.65,204,317,37
A5_Rodilla_Izquierda,2024-01-06,2633.08,23.84,1,7,55.94,64.54,177,260,44
A5_Rodilla_Izquierda,2024-01-07,2251.25,20.97,1,8,55.74,71.43,191,281,45
A5_Rodilla_Izquierda,2024-01-08,2610.47,24.79,1,8,53.42,65.04,188,226,52
A5_Rodilla_Izquierda,2024-01-09,2621.68,24.44,1,6,54.51,62.91,124,251,41
A5_Rodilla_Izquierda,2024-01-10,2621.15,23.9,3,11,56.71,67.13,165,246,68
A5_Rodilla_Izquierda,2024-01-11,2904.86,25.66,2,9,55.98,66.61,183,306,54
A5_Rodilla_Izquierda,2024-01-12,2431.16,21.03,3,8,56.32,68.43,177,248,53
A5_Rodilla_Izquierda,2024-01-13,2501.57,22.23,1,6,57.86,71.86,190,286,42
A5_Rodilla_Izquierda,2024-01-14,2179.8,20.23,1,9,54.3,65.54,209,246,43
A5_Rodilla_Izquierda,2024-01-15,2563.44,23.64,3,11,55.82,65.3,177,252,64
A5_Rodilla_Izquierda,2024-01-16,2578.78,21.34,1,8,56.5,68.5,161,258,48
A5_Rodilla_Izquierda,2024-01-17,2558.2,22.47,3,11,55.07,64.25,192,300,67
A5_Rodilla_Izquierda,2024-01-18,2849.38,27.11,0,8,58.49,67.03,177,212,39
A5_Rodilla_Izquierda,2024-01-19,2804.91,25.58,1,8,57.65,64.81,181,228,53
A5_Rodilla_Izquierda,2024-01-20,2664.01,22.8,1,6,56.66,64.19,178,210,46
A5_Rodilla_Izquierda,2024-01-21,2583.29,25.84,1,10,59.07,67.87,234,234,59
A5_Rodilla_Izquierda,2024-01-22,2834.71,25.74,1,7,53.8,62.06,135,242,46
A5_Rodilla_Izquierda,2024-01-23,2646.44,24.44,0,6,56.19,67.28,176,219,43
A5_Rodilla_Izquierda,2024-01-24,2502.71,23.15,1,6,56.79,65.01,184,244,38
A5_Rodilla_Izquierda,2024-01-25,2341.08,20.91,0,6,54.74,59.26,167,208,42
A5_Rodilla_Izquierda,2024-01-26,2570.56,22.64,1,5,56.68,65.2,204,236,38
A5_Rodilla_Izquierda,2024-01-27,2785.84,27.45,2,9,54.43,64.03,202,298,50
A5_Rodilla_Izquierda,2024-01-28,3059.78,28.82,0,5,57.3,66.65,183,276,33
A5_Rodilla_Izquierda,2024-01-29,2661.09,25.01,1,8,57.89,71.28,179,270,49
A5_Rodilla_Izquierda,2024-01-30,2512.24,23.41,3,9,56.64,65.97,182,236,56
A5_Rodilla_Izquierda,2024-01-31,2436.71,21.15,3,9,53.24,65.41,182,221,60
A5_Rodilla_Izquierda,2024-02-01,2749.35,26.27,1,6,54.65,65.12,183,233,37
A5_Rodilla_Izquierda,2024-02-02,2332.37,20.36,0,6,57.1,67.52,180,263,33
A5_Rodilla_Izquierda,2024-02-03,2749.06,25.27,3,12,56.23,65.15,190,289,72
A5_Rodilla_Izquierda,2024-02-04,2797.19,23.79,1,8,51.89,62.28,201,290,52
A5_Rodilla_Izquierda,2024-02-05,2728.53,22.76,2,9,58.19,67.23,157,282,52
A5_Rodilla_Izquierda,2024-02-06,2610.46,24.05,4,11,56.42,67.24,161,244,68
A5_Rodilla_Izquierda,2024-02-07,2751.69,24.21,1,8,54.89,64.94,146,265,52
A5_Rodilla_Izquierda,2024-02-08,2680.77,22.38,1,9,57.79,66.5,204,256,53
A5_Rodilla_Izquierda,2024-02-09,2509.94,23.36,2,8,55.12,67.5,190,259,53
A5_Rodilla_Izquierda,2024-02-10,2983.07,29.24,2,8,55.1,66.41,196,322,56
A5_Rodilla_Izquierda,2024-02-11,2586.7,24.9,0,4,56.77,66.42,153,215,32
A5_Rodilla_Izquierda,2024-02-12,2789.64,25.1,0,8,59.05,69.83,224,258,46
A5_Rodilla_Izquierda,2024-02-13,2214.65,20.14,2,11,58.8,69.14,171,298,61
A5_Rodilla_Izquierda,2024-02-14,2879.76,27.07,2,8,56.78,65.63,188,223,52
A5_Rodilla_Izquierda,2024-02-15,2914.38,27.62,0,4,56.94,67.57,203,246,33
A5_Rodilla_Izquierda,2024-02-16,2655.37,23.8,2,9,57.47,66.79,163,250,56
A5_Rodilla_Izquierda,2024-02-17,2750.58,25.04,1,6,54.19,62.89,172,258,44
A5_Rodilla_Izquierda,2024-02-18,2750.53,25.31,4,10,57.23,64.65,188,220,62
A5_Rodilla_Izquierda,2024-02-19,2534.3,23.59,2,9,55.03,64.84,247,281,58
A5_Rodilla_Izquierda,2024-02-20,2748.48,24.85,0,7,56.71,68.29,191,283,39
A5_Rodilla_Izquierda,2024-02-21,2504.45,22.65,1,7,55.84,65.02,220,279,45
A5_Rodilla_Izquierda,2024-02-22,2540.42,24.47,3,9,57.0,72.29,211,240,58
A5_Rodilla_Izquierda,2024-02-23,2852.85,27.14,1,8,56.39,68.57,193,267,50
A5_Rodilla_Izquierda,2024-02-24,2825.44,26.16,3,9,51.28,64.26,163,239,52
A5_Rodilla_Izquierda,2024-02-25,2522.85,24.65,0,5,56.49,68.5,208,255,40
A5_Rodilla_Izquierda,2024-02-26,2517.96,22.5,2,9,57.23,71.25,152,325,53
A5_Rodilla_Izquierda,2024-02-27,2533.79,24.66,0,7,56.91,65.92,220,267,47
A5_Rodilla_Izquierda,2024-02-28,2781.88,25.83,1,7,56.04,61.67,189,231,45
A5_Rodilla_Izquierda,2024-02-29,2470.0,25.73,0,5,58.83,68.48,126,270,37
A5_Rodilla_Izquierda,2024-03-01,2714.21,23.48,2,10,56.7,68.26,177,227,65
A5_Rodilla_Izquierda,2024-03-02,2784.43,24.62,2,5,56.9,67.69,199,231,43
A5_Rodilla_Izquierda,2024-03-03,2634.12,24.37,0,6,57.87,68.89,179,235,44
A5_Rodilla_Izquierda,2024-03-04,2831.81,26.14,1,7,56.78,69.79,200,252,46
A5_Rodilla_Izquierda,2024-03-05,2595.22,25.54,2,9,54.76,65.99,166,291,57
A5_Rodilla_Izquierda,2024-03-06,2611.51,23.07,0,7,52.3,64.32,156,281,43
A5_Rodilla_Izquierda,2024-03-07,2474.1,23.4,3,11,55.44,64.15,183,279,67
A5_Rodilla_Izquierda,2024-03-08,2833.09,26.92,3,9,57.42,65.84,185,234,57
A5_Rodilla_Izquierda,2024-03-09,2512.03,23.54,2,9,55.64,69.2,177,249,52
A5_Rodilla_Izquierda,2024-03-10,2712.96,23.7,2,9,57.48,68.17,212,272,53
A5_Rodilla_Izquierda,2024-03-11,2637.16,25.38,0,4,56.44,65.75,166,247,35
A5_Rodilla_Izquierda,2024-03-12,2460.5,23.6,2,11,58.26,67.58,191,257,60
A5_Rodilla_Izquierda,2024-03-13,2540.36,23.69,1,5,55.73,64.99,186,277,43
A5_Rodilla_Izquierda,2024-03-14,2898.92,26.56,0,7,56.95,66.1,150,255,47
A5_Rodilla_Izquierda,2024-03-15,2686.3,24.65,2,9,57.01,65.07,155,271,52
A5_Rodilla_Izquierda,2024-03-16,2468.35,22.36,2,9,58.6,66.25,185,309,53
A5_Rodilla_Izquierda,2024-03-17,2704.96,25.23,2,7,53.47,63.6,228,260,45
A5_Rodilla_Izquierda,2024-03-18,2623.7,23.88,1,8,55.47,64.84,197,298,56
A5_Rodilla_Izquierda,2024-03-19,3271.73,28.89,1,6,57.56,70.16,147,280,44
A5_Rodilla_Izquierda,2024-03-20,2701.32,23.51,3,10,58.67,69.73,116,223,63
A5_Rodilla_Izquierda,2024-03-21,2581.49,22.72,2,8,56.58,67.59,201,234,48
A5_Rodilla_Izquierda,2024-03-22,2905.61,26.64,2,7,55.73,64.82,182,241,50
A5_Rodilla_Izquierda,2024-03-23,2318.61,21.05,2,9,57.41,67.68,210,241,57
A5_Rodilla_Izquierda,2024-03-24,2666.98,24.46,2,10,57.59,68.78,165,262,57
A5_Rodilla_Izquierda,2024-03-25,3009.0,27.86,1,7,55.62,67.49,192,282,50
A5_Rodilla_Izquierda,2024-03-26,2629.08,23.27,2,9,56.73,67.05,203,300,63
A5_Rodilla_Izquierda,2024-03-27,2338.01,22.72,1,8,58.09,70.64,175,273,46
A5_Rodilla_Izquierda,2024-03-28,2578.73,23.18,1,7,59.22,69.74,175,252,43
A5_Rodilla_Izquierda,2024-03-29,2911.81,26.04,5,12,57.39,69.39,185,206,72
A5_Rodilla_Izquierda,2024-03-30,2717.69,25.19,3,9,56.27,65.84,196,266,64
A5_Rodilla_Izquierda,2024-03-31,2499.01,20.88,2,7,56.11,63.17,184,265,53
A5_Rodilla_Izquierda,2024-04-01,2526.66,22.18,2,9,57.09,68.1,206,270,55
A5_Rodilla_Izquierda,2024-04-02,2549.25,24.16,0,7,56.01,67.89,174,323,43
A5_Rodilla_Izquierda,2024-04-03,2715.02,22.94,1,6,56.5,68.1,155,299,41
A5_Rodilla_Izquierda,2024-04-04,2890.88,27.4,5,10,54.51,65.81,228,286,72
A5_Rodilla_Izquierda,2024-04-05,2839.44,27.32,1,8,58.28,68.11,171,238,48
A5_Rodilla_Izquierda,2024-04-06,2732.08,24.47,0,5,54.38,63.34,172,250,36
A5_Rodilla_Izquierda,2024-04-07,2410.3,22.2,3,10,55.51,67.06,183,262,64
A5_Rodilla_Izquierda,2024-04-08,2410.97,23.04,1,8,56.36,67.67,186,243,48
A5_Rodilla_Izquierda,2024-04-09,2745.99,24.5,1,6,59.39,68.82,176,279,43
A6_Tobillo_Izquierda,2024-01-01,1401.9,12.2,1,4,48.48,60.35,103,140,15
A6_Tobillo_Izquierda,2024-01-02,1543.16,13.59,0,3,47.41,57.61,63,139,19
A6_Tobillo_Izquierda,2024-01-03,1696.37,15.96,2,5,51.61,63.18,112,161,23
A6_Tobillo_Izquierda,2024-01-04,1505.39,12.97,1,1,47.15,56.45,108,162,16
A6_Tobillo_Izquierda,2024-01-05,1544.6,13.26,1,2,47.64,57.81,82,105,16
A6_Tobillo_Izquierda,2024-01-06,1364.03,13.6,0,2,49.71,60.52,91,136,14
A6_Tobillo_Izquierda,2024-01-07,1272.6,12.45,0,2,45.83,56.8,52,106,11
A6_Tobillo_Izquierda,2024-01-08,1517.72,14.4,0,2,50.84,62.28,87,124,16
A6_Tobillo_Izquierda,2024-01-09,1430.82,13.93,0,3,49.8,59.2,95,139,11
A6_Tobillo_Izquierda,2024-01-10,1143.93,8.42,1,4,50.24,58.19,98,34,27
A6_Tobillo_Izquierda,2024-01-11,1340.95,13.54,1,5,49.69,63.28,103,197,24
A6_Tobillo_Izquierda,2024-01-12,1385.08,12.98,0,4,48.54,63.77,100,145,14
A6_Tobillo_Izquierda,2024-01-13,1308.12,12.9,1,2,47.1,58.45,89,113,23
A6_Tobillo_Izquierda,2024-01-14,1666.71,15.54,0,2,48.58,56.56,101,183,13
A6_Tobillo_Izquierda,2024-01-15,1486.37,13.56,1,2,47.24,56.27,117,120,24
A6_Tobillo_Izquierda,2024-01-16,1647.17,14.7,0,0,49.58,61.05,92,133,12
A6_Tobillo_Izquierda,2024-01-17,1447.42,13.53,1,3,50.09,63.14,101,116,17
A6_Tobillo_Izquierda,2024-01-18,1414.65,12.55,2,6,51.16,59.36,90,176,32
A6_Tobillo_Izquierda,2024-01-19,1231.41,12.06,0,2,49.39,59.66,80,127,14
A6_Tobillo_Izquierda,2024-01-20,1402.15,11.16,0,4,50.28,61.15,106,134,24
A6_Tobillo_Izquierda,2024-01-21,1402.35,12.21,0,2,48.32,60.47,82,163,15
A6_Tobillo_Izquierda,2024-01-22,1153.92,12.54,0,5,48.03,57.88,103,146,23
A6_Tobillo_Izquierda,2024-01-23,1302.89,11.22,1,3,49.56,57.09,95,128,19
A6_Tobillo_Izquierda,2024-01-24,1341.81,11.96,1,3,48.18,59.86,88,161,20
A6_Tobillo_Izquierda,2024-01-25,1474.43,12.52,0,1,49.23,61.87,87,201,15
A6_Tobillo_Izquierda,2024-01-26,1483.04,13.82,0,3,47.1,57.45,83,138,16
A6_Tobillo_Izquierda,2024-01-27,1295.36,11.04,0,1,47.39,58.66,58,133,9
A6_Tobillo_Izquierda,2024-01-28,1484.4,13.31,1,2,49.82,59.42,103,134,15
A6_Tobillo_Izquierda,2024-01-29,1367.23,13.28,0,3,50.22,59.11,100,166,15
A6_Tobillo_Izquierda,2024-01-30,883.47,7.33,0,3,47.22,59.67,113,113,12
A6_Tobillo_Izquierda,2024-01-31,1312.75,12.72,0,3,49.87,61.11,83,122,14
A6_Tobillo_Izquierda,2024-02-01,1594.22,15.32,3,5,47.95,59.38,136,86,38
A6_Tobillo_Izquierda,2024-02-02,1097.27,11.03,0,2,48.83,62.18,86,96,13
A6_Tobillo_Izquierda,2024-02-03,1420.28,13.05,1,3,51.07,59.56,75,115,22
A6_Tobillo_Izquierda,2024-02-04,1685.35,18.56,1,4,50.09,59.54,73,128,14
A6_Tobillo_Izquierda,2024-02-05,1263.09,12.54,0,4,50.07,60.87,56,179,21
A6_Tobillo_Izquierda,2024-02-06,1400.39,13.06,1,4,51.85,61.28,128,145,22
A6_Tobillo_Izquierda,2024-02-07,1165.28,9.72,1,5,47.67,59.66,125,104,24
A6_Tobillo_Izquierda,2024-02-08,1692.9,15.29,0,3,47.22,57.37,108,109,17
A6_Tobillo_Izquierda,2024-02-09,1385.0,14.02,0,1,47.64,56.26,75,168,9
A6_Tobillo_Izquierda,2024-02-10,1408.39,14.51,0,3,48.39,59.02,134,161,9
A6_Tobillo_Izquierda,2024-02-11,1643.77,16.42,0,3,45.03,55.86,87,130,20
A6_Tobillo_Izquierda,2024-02-12,1519.07,14.59,0,4,48.47,60.74,89,117,20
A6_Tobillo_Izquierda,2024-02-13,1242.39,10.04,0,3,47.93,59.18,126,161,15
A6_Tobillo_Izquierda,2024-02-14,1283.49,12.16,1,3,50.05,61.43,109,102,17
A6_Tobillo_Izquierda,2024-02-15,1489.09,12.3,0,2,49.36,60.47,143,140,9
A6_Tobillo_Izquierda,2024-02-16,1287.66,10.22,0,2,47.84,57.98,100,193,14
A6_Tobillo_Izquierda,2024-02-17,1018.9,9.5,1,5,49.74,58.88,86,135,31
A6_Tobillo_Izquierda,2024-02-18,1390.42,13.16,0,2,49.96,61.01,81,108,14
A6_Tobillo_Izquierda,2024-02-19,1133.56,11.21,0,2,47.57,57.44,54,141,9
A6_Tobillo_Izquierda,2024-02-20,1690.93,15.87,0,2,48.01,61.72,88,116,14
A6_Tobillo_Izquierda,2024-02-21,1431.82,13.55,0,1,45.24,58.29,120,90,11
A6_Tobillo_Izquierda,2024-02-22,1237.07,10.26,0,1,47.05,58.76,108,149,14
A6_Tobillo_Izquierda,2024-02-23,1274.25,11.48,1,3,47.61,58.83,95,161,22
A6_Tobillo_Izquierda,2024-02-24,1059.91,8.13,0,4,48.92,59.25,73,121,9
A6_Tobillo_Izquierda,2024-02-25,1202.1,8.92,0,1,47.29,55.39,99,119,13
A6_Tobillo_Izquierda,2024-02-26,1582.94,15.13,0,2,47.98,58.07,117,103,10
A6_Tobillo_Izquierda,2024-02-27,1801.72,15.63,0,1,46.84,57.53,104,125,6
A6_Tobillo_Izquierda,2024-02-28,1530.75,14.79,0,3,49.07,60.01,98,114,16
A6_Tobillo_Izquierda,2024-02-29,1383.43,13.69,0,4,49.48,60.87,77,101,21
A6_Tobillo_Izquierda,2024-03-01,1322.25,11.4,1,5,49.44,61.69,114,182,20
A6_Tobillo_Izquierda,2024-03-02,1227.83,11.75,1,3,48.82,58.0,26,143,22
A6_Tobillo_Izquierda,2024-03-03,1770.76,15.44,0,2,46.33,55.54,103,146,16
A6_Tobillo_Izquierda,2024-03-04,1366.03,10.57,2,4,47.81,61.06,151,154,27
A6_Tobillo_Izquierda,2024-03-05,1780.81,16.31,1,4,48.15,60.11,61,151,20
A6_Tobillo_Izquierda,2024-03-06,1650.83,14.54,0,2,48.15,57.91,89,118,10
A6_Tobillo_Izquierda,2024-03-07,1086.66,9.44,1,3,48.92,59.22,94,137,23
A6_Tobillo_Izquierda,2024-03-08,1280.13,13.61,0,2,51.08,61.39,84,122,8
A6_Tobillo_Izquierda,2024-03-09,1279.57,10.11,0,2,50.1,60.66,117,142,17
A6_Tobillo_Izquierda,2024-03-10,1385.63,12.98,0,1,47.22,58.62,105,139,10
A6_Tobillo_Izquierda,2024-03-11,1389.14,11.63,0,2,49.89,65.2,98,119,13
A6_Tobillo_Izquierda,2024-03-12,1939.32,18.54,1,5,49.82,60.69,112,92,20
A6_Tobillo_Izquierda,2024-03-13,1206.1,11.26,0,5,47.51,59.27,95,134,22
A6_Tobillo_Izquierda,2024-03-14,1441.21,13.48,0,0,50.16,57.45,164,124,10
A6_Tobillo_Izquierda,2024-03-15,1510.97,12.79,0,0,48.54,58.12,98,77,3
